Make,Model,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg
Chevrolet,Silverado 1500,285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,22,17
Chevrolet,Silverado 1500,355,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Crew Cab Pickup,22,16
Chevrolet,Silverado 1500,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,20,15
Chevrolet,Silverado 1500,285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,22,17
Chevrolet,Silverado 1500,285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17
Chevrolet,Silverado 1500,285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18
Chevrolet,Silverado 1500,355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,16
Chevrolet,Silverado 1500,285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18
Chevrolet,Silverado 1500,285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17
Chevrolet,Silverado 1500,285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,17
Chevrolet,Silverado 1500,285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18
Cadillac,Sixty Special,200,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15
Buick,Skylark,150,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,29,19
Buick,Skylark,155,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,29,19
Buick,Skylark,155,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,29,19
Buick,Skylark,155,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,26,18
Buick,Skylark,155,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,26,18
Buick,Skylark,150,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,29,19
Buick,Skylark,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,29,19
Buick,Skylark,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,19
Mercedes-Benz,SL-Class,329,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,27,20
Mercedes-Benz,SL-Class,429,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,24,17
Mercedes-Benz,SL-Class,621,12,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,21,14
Mercedes-Benz,SL-Class,557,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,25,16
Mercedes-Benz,SL-Class,449,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,24,17
Mercedes-Benz,SL-Class,329,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,27,20
Mercedes-Benz,SL-Class,621,12,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,21,14
Mercedes-Benz,SL-Class,577,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,25,16
Mercedes-Benz,SL-Class,449,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,25,17
Mercedes-Benz,SL-Class,577,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,25,16
Mercedes-Benz,SL-Class,621,12,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,21,14
Mercedes-Benz,SL-Class,362,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,28,20
Mercedes-Benz,SLC-Class,362,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,29,20
Mercedes-Benz,SLC-Class,241,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,32,25
Mercedes-Benz,SLK-Class,302,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,29,21
Mercedes-Benz,SLK-Class,415,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,28,19
Mercedes-Benz,SLK-Class,201,4,MANUAL,rear wheel drive,2,Luxury,Compact,Convertible,32,22
Mercedes-Benz,SLK-Class,201,4,MANUAL,rear wheel drive,2,Luxury,Compact,Convertible,32,22
Mercedes-Benz,SLK-Class,302,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,29,21
Mercedes-Benz,SLK-Class,415,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,28,19
Mercedes-Benz,SLK-Class,302,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,29,21
Mercedes-Benz,SLK-Class,241,4,AUTOMATIC,rear wheel drive,2,Luxury,Compact,Convertible,32,25
Mercedes-Benz,SLK-Class,416,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,28,19
Mercedes-Benz,SLR McLaren,641,8,AUTOMATIC,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,16,11
Mercedes-Benz,SLR McLaren,617,8,AUTOMATIC,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Convertible,16,12
Mercedes-Benz,SLR McLaren,617,8,AUTOMATIC,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Convertible,16,12
Mercedes-Benz,SLS AMG GT Final Edition,583,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,19,13
Mercedes-Benz,SLS AMG GT Final Edition,583,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Convertible,19,13
Mercedes-Benz,SLS AMG GT,583,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,19,13
Mercedes-Benz,SLS AMG GT,583,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Convertible,19,13
Mercedes-Benz,SLS AMG GT,622,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,17,13
Mercedes-Benz,SLS AMG GT,583,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,19,13
Mercedes-Benz,SLS AMG GT,583,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Convertible,19,13
Mercedes-Benz,SLS AMG,563,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,20,14
Mercedes-Benz,SLS AMG,563,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,20,14
Mercedes-Benz,SLS AMG,563,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Convertible,20,14
Acura,SLX,190,6,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,17,13
Acura,SLX,190,6,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,17,13
Acura,SLX,215,6,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,18,13
Acura,SLX,215,6,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,18,13
Pontiac,Solstice,177,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,26,17
Pontiac,Solstice,260,4,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,28,19
Pontiac,Solstice,173,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,25,19
Pontiac,Solstice,260,4,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,28,19
Pontiac,Solstice,260,4,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,28,19
Pontiac,Solstice,173,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,25,19
Pontiac,Solstice,173,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,25,19
Pontiac,Solstice,260,4,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,28,19
Pontiac,Solstice,173,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,25,19
Pontiac,Solstice,173,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,25,19
Pontiac,Solstice,260,4,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,28,19
Hyundai,Sonata Hybrid,199,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,40,36
Hyundai,Sonata Hybrid,199,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,40,36
Hyundai,Sonata Hybrid,193,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,44,40
Hyundai,Sonata Hybrid,193,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,43,39
Hyundai,Sonata Hybrid,193,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,43,39
Hyundai,Sonata Hybrid,193,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,39
Hyundai,Sonata Hybrid,193,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,43,38
Hyundai,Sonata Hybrid,193,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,43,38
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,24
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,24
Hyundai,Sonata,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,32,23
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,24
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,24
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,24
Hyundai,Sonata,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,21
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25
Hyundai,Sonata,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,21
Hyundai,Sonata,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,32,23
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,24
Hyundai,Sonata,177,4,AUTOMATED_MANUAL,front wheel drive,4,N/A,Midsize,Sedan,38,28
Hyundai,Sonata,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,32,23
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,25
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
Hyundai,Sonata,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,21
Hyundai,Sonata,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,32,23
Hyundai,Sonata,178,4,AUTOMATED_MANUAL,front wheel drive,4,N/A,Midsize,Sedan,38,28
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,25
Hyundai,Sonata,178,4,AUTOMATED_MANUAL,front wheel drive,4,N/A,Midsize,Sedan,38,28
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
Hyundai,Sonata,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,22
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
Hyundai,Sonata,178,4,AUTOMATED_MANUAL,front wheel drive,4,N/A,Midsize,Sedan,36,28
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
Hyundai,Sonata,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,22
Hyundai,Sonata,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,22
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
Hyundai,Sonata,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,35,25
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,25
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,25
Chevrolet,Sonic,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,33,25
Chevrolet,Sonic,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,26
Chevrolet,Sonic,138,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,40,29
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,25
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,35,25
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,27
Chevrolet,Sonic,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,27
Chevrolet,Sonic,138,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,26
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27
Chevrolet,Sonic,138,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,34,27
Chevrolet,Sonic,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,26
Chevrolet,Sonic,138,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,26
Chevrolet,Sonic,138,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,26
Chevrolet,Sonic,138,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,34,27
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,24
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,35,24
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27
Chevrolet,Sonic,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,26
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,27
Chevrolet,Sonic,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,27
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,33,25
Chevrolet,Sonic,138,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,26
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,35,24
Chevrolet,Sonic,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,26
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,24
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,25
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,34,24
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,27
Chevrolet,Sonic,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,25
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,24
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,34,24
Chevrolet,Sonic,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,36,27
Chevrolet,Sonic,138,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,39,28
Chevrolet,Sonic,138,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,39,28
Chevrolet,Sonic,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,39,28
Chevrolet,Sonic,138,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,33,25
GMC,Sonoma,190,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,20,15
GMC,Sonoma,120,4,MANUAL,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,25,19
GMC,Sonoma,190,6,AUTOMATIC,four wheel drive,3,N/A,Compact,Extended Cab Pickup,18,14
GMC,Sonoma,120,4,AUTOMATIC,rear wheel drive,3,Flex Fuel,Compact,Extended Cab Pickup,23,17
GMC,Sonoma,120,4,MANUAL,rear wheel drive,3,Flex Fuel,Compact,Extended Cab Pickup,25,19
GMC,Sonoma,190,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,18,14
GMC,Sonoma,120,4,AUTOMATIC,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,23,17
GMC,Sonoma,120,4,AUTOMATIC,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,23,17
GMC,Sonoma,190,6,MANUAL,four wheel drive,3,N/A,Compact,Extended Cab Pickup,16,12
GMC,Sonoma,120,4,MANUAL,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,25,19
GMC,Sonoma,120,4,MANUAL,rear wheel drive,3,Flex Fuel,Compact,Extended Cab Pickup,25,19
GMC,Sonoma,190,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,18,14
GMC,Sonoma,190,6,MANUAL,four wheel drive,3,N/A,Compact,Extended Cab Pickup,17,12
GMC,Sonoma,120,4,MANUAL,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,25,19
GMC,Sonoma,120,4,AUTOMATIC,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,23,17
GMC,Sonoma,190,6,MANUAL,four wheel drive,3,N/A,Compact,Extended Cab Pickup,17,12
GMC,Sonoma,120,4,AUTOMATIC,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,23,17
GMC,Sonoma,120,4,MANUAL,rear wheel drive,3,Flex Fuel,Compact,Extended Cab Pickup,25,19
Kia,Sorento,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18
Kia,Sorento,191,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,20
Kia,Sorento,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18
Kia,Sorento,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18
Kia,Sorento,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18
Kia,Sorento,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18
Kia,Sorento,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18
Kia,Sorento,191,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,19
Kia,Sorento,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18
Kia,Sorento,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18
Kia,Sorento,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,18
Kia,Sorento,185,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,21
Kia,Sorento,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,18
Kia,Sorento,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,18
Kia,Sorento,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,17
Kia,Sorento,240,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,19
Kia,Sorento,185,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,29,21
Kia,Sorento,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,17
Kia,Sorento,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,18
Kia,Sorento,185,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,29,21
Kia,Sorento,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,18
Kia,Sorento,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,20
Kia,Sorento,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,18
Kia,Sorento,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,20
Kia,Sorento,240,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,19
Kia,Sorento,185,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,21
Kia,Sorento,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18
Kia,Sorento,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18
Kia,Sorento,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,17
Kia,Sorento,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,20
Kia,Sorento,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18
Kia,Sorento,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,17
Kia,Sorento,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18
Kia,Sorento,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18
Kia,Sorento,185,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,28,21
Kia,Sorento,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18
Kia,Sorento,185,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,28,21
Kia,Sorento,240,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,19
Kia,Soul EV,,0,DIRECT_DRIVE,front wheel drive,4,N/A,Compact,Wagon,92,120
Kia,Soul EV,,0,DIRECT_DRIVE,front wheel drive,4,N/A,Compact,Wagon,92,120
Kia,Soul EV,,0,DIRECT_DRIVE,front wheel drive,4,N/A,Compact,Wagon,92,120
Kia,Soul EV,,0,DIRECT_DRIVE,front wheel drive,4,N/A,Compact,Wagon,92,120
Kia,Soul EV,,0,DIRECT_DRIVE,front wheel drive,4,N/A,Compact,Wagon,92,120
Kia,Soul,130,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,24
Kia,Soul,164,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,23
Kia,Soul,164,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,23
Kia,Soul,130,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,30,24
Kia,Soul,130,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,30,24
Kia,Soul,130,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,24
Kia,Soul,164,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,23
Kia,Soul,164,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,23
Kia,Soul,130,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,24
Kia,Soul,130,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,30,24
Kia,Soul,164,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24
Kia,Soul,164,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24
Chevrolet,Spark EV,140,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,109,128
Chevrolet,Spark EV,140,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,109,128
Chevrolet,Spark EV,140,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,109,128
Chevrolet,Spark EV,140,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,109,128
Chevrolet,Spark EV,140,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,109,128
Chevrolet,Spark EV,140,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,109,128
Chevrolet,Spark,84,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,39,31
Chevrolet,Spark,84,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,39,30
Chevrolet,Spark,84,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,39,31
Chevrolet,Spark,84,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,39,31
Chevrolet,Spark,84,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,39,30
Chevrolet,Spark,84,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,39,30
Chevrolet,Spark,98,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,41,30
Chevrolet,Spark,98,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,41,31
Chevrolet,Spark,98,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,41,31
Chevrolet,Spark,98,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,41,31
Chevrolet,Spark,98,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,41,30
Chevrolet,Spark,98,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,41,30
Chevrolet,Spark,98,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,29
Chevrolet,Spark,98,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,29
